iter	Logloss
0	0.623173495
50	0.008992556972
100	0.002143888775
150	0.001433650532
200	0.00119813039
250	0.0010381568
300	0.0009139606992
350	0.0007996854186
400	0.0006996772838
450	0.0006078784643
499	0.0005351189962
